,schoolcode,dropout,totalenrolled,year,hybridper,virtualper,remote,black,hispanic,white,lowincome,charter,state,districtcode
2770,ca21654822133692,1.6,376,2019,0.0,0.0,0.0,3.58,10.489999999999998,70.59,9.71,0.0,california,ca65482
2771,ca36677773636743,7.7,169,2019,0.0,0.0,0.0,19.35,31.8,40.55,68.93,0.0,california,ca67777
2772,ca19752911995810,4.4,430,2019,0.0,0.0,0.0,0.24,28.360000000000003,5.62,55.92,0.0,california,ca75291
2773,ca19647331933381,4.4,608,2019,0.0,0.0,0.0,0.51,98.14,0.6799999999999999,91.93,0.0,california,ca64733
2774,ca17640141734359,4.7,128,2019,0.0,0.0,0.0,0.65,37.25,56.86,75.66000000000001,0.0,california,ca64014
2775,ca49708624935151,0.9,324,2019,0.0,0.0,0.0,0.2799999999999999,28.17,64.51,24.98,0.0,california,ca70862
2776,ca32669693236007,15.0,40,2019,0.0,0.0,0.0,0.0,2.22,93.33,34.150000000000006,0.0,california,ca66969
2777,ca41689244135075,0.7,135,2019,0.0,0.0,0.0,1.28,22.44,25.0,18.49,0.0,california,ca68924
2778,ca37684113730843,0.7,765,2019,0.0,0.0,0.0,3.04,57.32000000000001,14.23,22.33,0.0,california,ca68411
2779,ca19647331932383,18.7,257,2019,0.0,0.0,0.0,49.3,49.3,0.93,76.25999999999999,0.0,california,ca64733
2780,ca10752751036938,1.3,76,2019,0.0,0.0,0.0,0.0,15.38,69.23,39.78,0.0,california,ca75275
2781,ca45698564530333,0.0,30,2019,0.0,0.0,0.0,0.0,16.28,69.77,53.85,1.0,california,ca69856
2782,ca36676523630373,1.9,832,2019,0.0,0.0,0.0,15.24,50.690000000000005,16.05,43.4,0.0,california,ca67652
2783,ca19648081930825,11.6,629,2019,0.0,0.0,0.0,0.0,98.74,0.16,83.05,0.0,california,ca64808
2784,ca34673143430311,9.2,130,2019,0.0,0.0,0.0,23.68,34.21,10.53,62.59,0.0,california,ca67314
2785,ca22655322235356,0.0,123,2019,0.0,0.0,0.0,1.83,21.1,64.22,60.42999999999999,0.0,california,ca65532
2786,ca37683383730884,0.4,539,2019,0.0,0.0,0.0,1.7500000000000002,13.46,41.08,14.98,0.0,california,ca68338
2787,ca30736353030061,4.2,573,2019,0.0,0.0,0.0,1.1900000000000002,37.76,43.54,29.68,0.0,california,ca73635
2788,ca15635291536606,7.4,526,2019,0.0,0.0,0.0,13.15,71.96000000000001,10.67,82.72,0.0,california,ca63529
2789,ca10752341037456,2.5,118,2019,0.0,0.0,0.0,0.0,98.63,0.6799999999999999,92.53,0.0,california,ca75234
2790,ca19647331938885,2.3,352,2019,0.0,0.0,0.0,23.28,51.04,13.13,73.76,1.0,california,ca64733
2791,ca21654172132272,5.1,315,2019,0.0,0.0,0.0,3.43,34.83,48.81,34.28,0.0,california,ca65417
2792,ca43694014330866,2.0,402,2019,0.0,0.0,0.0,2.0,25.06,46.78,16.72,0.0,california,ca69401
2793,ca40754654032009,2.5,40,2019,0.0,0.0,0.0,0.0,65.85,31.71,61.98,0.0,california,ca75465
2794,ca56737595633748,1.0,607,2019,0.0,0.0,0.0,1.44,26.08,56.16,20.26,0.0,california,ca73759
2795,ca19647331931708,6.4,419,2019,0.0,0.0,0.0,4.46,63.690000000000005,14.88,65.98,1.0,california,ca64733
2796,ca19646911996438,0.8,118,2019,0.0,0.0,0.0,3.3300000000000005,89.17,3.3300000000000005,81.57,1.0,california,ca64691
2797,ca24657892430205,3.2,408,2019,0.0,0.0,0.0,2.43,63.72,22.35,69.26,0.0,california,ca65789
2798,ca21733612134310,5.7,35,2019,0.0,0.0,0.0,0.0,70.27,21.62,67.78999999999999,0.0,california,ca73361
2799,ca43696664330080,4.1,243,2019,0.0,0.0,0.0,3.68,60.29,16.18,56.85,0.0,california,ca69666
2800,ca13630811331404,1.2,402,2019,0.0,0.0,0.0,1.18,94.35,4.24,75.46000000000001,0.0,california,ca63081
2801,ca19647331939040,15.8,474,2019,0.0,0.0,0.0,15.95,58.9,13.5,64.5,0.0,california,ca64733
2802,ca30666213031952,1.9,534,2019,0.0,0.0,0.0,1.06,67.49000000000001,20.85,49.76,0.0,california,ca66621
2803,ca31750853130150,1.1,467,2019,0.0,0.0,0.0,1.78,15.05,64.55,13.55,0.0,california,ca75085
2804,ca34673143430477,7.5,307,2019,0.0,0.0,0.0,12.740000000000002,37.98,5.050000000000001,91.55,0.0,california,ca67314
2805,ca30665973034907,25.4,122,2019,0.0,0.0,0.0,3.64,74.55000000000001,20.0,65.13,0.0,california,ca66597
2806,ca13631151333004,4.1,417,2019,0.0,0.0,0.0,0.44,96.49,2.41,76.28,0.0,california,ca63115
2807,ca33670583333192,4.7,485,2019,0.0,0.0,0.0,1.4500000000000002,94.0,2.69,81.49,0.0,california,ca67058
2808,ca57727025738505,10.0,100,2019,0.0,0.0,0.0,0.89,67.86,29.46,59.24,0.0,california,ca72702
2809,ca32669693235603,6.3,32,2019,0.0,0.0,0.0,0.0,30.0,67.5,47.64,0.0,california,ca66969
2810,ca50711755030135,5.3,380,2019,0.0,0.0,0.0,2.24,69.73,17.71,79.38,0.0,california,ca71175
2811,ca48705404830451,9.1,517,2019,0.0,0.0,0.0,14.31,49.8,12.7,65.53999999999999,0.0,california,ca70540
2812,ca10625396112387,25.0,76,2019,0.0,0.0,0.0,3.3300000000000005,85.0,10.0,86.15,1.0,california,ca62539
2813,ca10622571033695,0.0,237,2019,0.0,0.0,0.0,0.4,55.65,38.71,59.21999999999999,0.0,california,ca62257
2814,ca19643291937739,0.3,302,2019,0.0,0.0,0.0,4.32,57.35,24.5,36.99,0.0,california,ca64329
2815,ca57727105738802,0.9,317,2019,0.0,0.0,0.0,1.58,72.78,18.99,59.98,0.0,california,ca72710
2816,ca36676523632205,12.9,737,2019,0.0,0.0,0.0,2.21,88.97,5.34,86.24000000000001,0.0,california,ca67652
2817,ca39686503935756,2.1,188,2019,0.0,0.0,0.0,2.04,34.29,53.88,31.49,0.0,california,ca68650
2818,ca39685933935111,9.8,122,2019,0.0,0.0,0.0,6.45,62.9,24.19,77.05,0.0,california,ca68593
2819,ca19647331935568,6.5,567,2019,0.0,0.0,0.0,2.13,54.59,16.07,72.96000000000001,0.0,california,ca64733
2820,ca19648401936467,2.0,457,2019,0.0,0.0,0.0,3.38,87.13,1.48,83.41,0.0,california,ca64840
2821,ca37681063735313,5.8,464,2019,0.0,0.0,0.0,1.44,88.22,7.93,84.83000000000001,0.0,california,ca68106
2822,ca50755565036850,1.4,140,2019,0.0,0.0,0.0,0.0,83.81,15.71,76.77000000000001,0.0,california,ca75556
2823,ca41690704132551,2.2,324,2019,0.0,0.0,0.0,0.8999999999999999,33.73,8.06,28.610000000000003,0.0,california,ca69070
2824,ca33671573331014,0.0,156,2019,0.0,0.0,0.0,2.07,76.55,8.97,64.03999999999999,1.0,california,ca67157
2825,ca33669933330479,1.1,621,2019,0.0,0.0,0.0,7.199999999999999,46.68,34.07,57.05,0.0,california,ca66993
2826,ca30736503030152,0.6,539,2019,0.0,0.0,0.0,3.27,13.06,25.31,23.94,0.0,california,ca73650
2827,ca19644441932201,1.7,524,2019,0.0,0.0,0.0,13.91,40.0,25.74,35.010000000000005,0.0,california,ca64444
2828,ca21654172133056,1.5,266,2019,0.0,0.0,0.0,0.38,35.23,50.760000000000005,23.95,0.0,california,ca65417
2829,ca30664643038569,3.8,627,2019,0.0,0.0,0.0,0.83,32.22,56.26,27.11,0.0,california,ca66464
2830,ca37684113738234,7.1,434,2019,0.0,0.0,0.0,1.27,86.71,2.11,69.02000000000001,0.0,california,ca68411
2831,ca51714645139001,7.1,397,2019,0.0,0.0,0.0,2.3800000000000003,50.32,30.45,65.5,0.0,california,ca71464
2832,ca19647331934033,10.2,383,2019,0.0,0.0,0.0,13.56,65.62,12.3,86.17,0.0,california,ca64733
2833,ca50711755031380,7.9,417,2019,0.0,0.0,0.0,2.73,60.08,16.81,76.49000000000001,0.0,california,ca71175
2834,ca10621661030840,28.7,122,2019,0.0,0.0,0.0,15.840000000000002,78.22,3.96,96.41,1.0,california,ca62166
2835,ca53765135337456,13.3,90,2019,0.0,0.0,0.0,0.0,5.88,70.59,52.03,0.0,california,ca76513
2836,ca43696664330502,32.3,195,2019,0.0,0.0,0.0,1.18,84.71,11.76,48.99,0.0,california,ca69666
2837,ca39686763930427,1.9,105,2019,0.0,0.0,0.0,4.08,85.71,3.06,68.02,0.0,california,ca68676
2838,ca11754811135656,3.8,160,2019,0.0,0.0,0.0,0.0,57.49,34.73,63.62,0.0,california,ca75481
2839,ca19651281939701,1.2,421,2019,0.0,0.0,0.0,2.53,91.94,2.76,77.17,0.0,california,ca65128
2840,ca39685933935103,1.6,305,2019,0.0,0.0,0.0,3.66,57.07,22.93,53.080000000000005,0.0,california,ca68593
2841,ca19647331995448,0.2,420,2019,0.0,0.0,0.0,1.0699999999999998,80.17,2.56,85.28,0.0,california,ca64733
2842,ca43696664337200,5.3,226,2019,0.0,0.0,0.0,1.7399999999999998,80.87,4.78,72.11,0.0,california,ca69666
2843,ca19648401933647,2.3,304,2019,0.0,0.0,0.0,3.58,88.27000000000001,1.63,86.44,0.0,california,ca64840
2844,ca50757395030283,3.6,496,2019,0.0,0.0,0.0,2.48,54.75,30.99,54.1,0.0,california,ca75739
2845,ca19647331930924,32.8,302,2019,0.0,0.0,0.0,1.21,92.12,0.0,92.05,0.0,california,ca64733
2846,ca25735852535409,3.8,52,2019,0.0,0.0,0.0,0.0,26.15,63.080000000000005,63.080000000000005,0.0,california,ca73585
2847,ca36676863632742,4.3,396,2019,0.0,0.0,0.0,2.71,92.31,3.85,78.13,0.0,california,ca67686
2848,ca10622651030378,7.6,92,2019,0.0,0.0,0.0,0.0,83.64,12.73,84.21,0.0,california,ca62265
2849,ca36676523631058,3.1,751,2019,0.0,0.0,0.0,8.06,36.35,31.39,33.95,0.0,california,ca67652
2850,ca30736503030657,1.3,630,2019,0.0,0.0,0.0,2.1,8.03,29.06,15.67,0.0,california,ca73650
2851,ca35752593530060,12.5,72,2019,0.0,0.0,0.0,0.0,73.03,22.47,52.5,0.0,california,ca75259
2852,ca19647331931716,0.0,29,2019,0.0,0.0,0.0,8.33,27.78,61.11,76.21,0.0,california,ca64733
2853,ca13631491335306,1.4,138,2019,0.0,0.0,0.0,0.0,90.44,7.35,71.91,0.0,california,ca63149
2854,ca11765621133701,5.7,87,2019,0.0,0.0,0.0,0.0,80.56,8.33,63.93,0.0,california,ca76562
2855,ca19643031930775,0.3,361,2019,0.0,0.0,0.0,9.24,78.67,3.32,79.11,0.0,california,ca64303
2856,ca34674473430493,1.1,454,2019,0.0,0.0,0.0,2.6100000000000003,19.84,66.73,26.93,0.0,california,ca67447
2857,ca43694274332318,26.6,199,2019,0.0,0.0,0.0,2.08,85.42,4.17,79.7,0.0,california,ca69427
2858,ca33672493337656,1.3,524,2019,0.0,0.0,0.0,8.73,75.5,8.42,71.76,0.0,california,ca67249
2859,ca19647331935352,18.8,313,2019,0.0,0.0,0.0,7.57,84.46000000000001,1.99,81.31,0.0,california,ca64733
2860,ca31669513130168,7.4,271,2019,0.0,0.0,0.0,5.26,24.44,52.63,44.95,1.0,california,ca66951
2861,ca12755151232057,25.6,39,2019,0.0,0.0,0.0,0.0,14.81,55.56,80.7,0.0,california,ca75515
2862,ca23656152330413,0.0,23,2019,0.0,0.0,0.0,0.0,23.08,61.53999999999999,57.53,1.0,california,ca65615
2863,ca19646341936046,12.0,234,2019,0.0,0.0,0.0,30.92,67.75999999999999,0.66,81.98,0.0,california,ca64634
2864,ca36676373631066,2.4,167,2019,0.0,0.0,0.0,0.5499999999999999,32.79,63.39,67.73,0.0,california,ca67637
2865,ca31669283130184,3.5,519,2019,0.0,0.0,0.0,1.96,11.0,64.64,10.68,0.0,california,ca66928
2866,ca10739991033422,13.0,54,2019,0.0,0.0,0.0,0.0,76.19,19.05,78.43,0.0,california,ca73999
2867,ca37684113731627,1.5,592,2019,0.0,0.0,0.0,4.92,55.59,5.42,33.42,0.0,california,ca68411
2868,ca30665143037496,0.3,631,2019,0.0,0.0,0.0,0.93,26.01,14.71,29.1,0.0,california,ca66514
2869,ca43696664330585,1.3,77,2019,0.0,0.0,0.0,1.49,84.33,5.970000000000001,83.08,1.0,california,ca69666
2870,ca19647331930866,14.5,696,2019,0.0,0.0,0.0,0.22,93.9,5.01,92.02,0.0,california,ca64733
2871,ca19647331933795,13.2,491,2019,0.0,0.0,0.0,2.68,53.28000000000001,38.690000000000005,83.89999999999999,0.0,california,ca64733
2872,ca21654822132587,0.2,445,2019,0.0,0.0,0.0,1.71,15.17,70.73,7.93,0.0,california,ca65482
2873,ca19647331930650,6.4,550,2019,0.0,0.0,0.0,1.7999999999999998,95.1,0.98,89.73,0.0,california,ca64733
2874,ca37681303730066,5.3,527,2019,0.0,0.0,0.0,4.41,26.05,57.85,58.86,0.0,california,ca68130
2875,ca39103973930476,11.2,267,2019,0.0,0.0,0.0,3.72,64.05,21.9,58.45,1.0,california,ca10397
2876,ca47704664738753,11.1,45,2019,0.0,0.0,0.0,0.0,21.28,59.57,55.91,0.0,california,ca70466
2877,ca34673143430592,2.6,431,2019,0.0,0.0,0.0,15.509999999999998,28.09,23.27,45.81,0.0,california,ca67314
2878,ca19647331937226,6.2,369,2019,0.0,0.0,0.0,5.17,66.09,16.09,82.52000000000001,1.0,california,ca64733
2879,ca25735934737250,0.0,25,2019,0.0,0.0,0.0,0.0,86.96000000000001,13.04,83.04,0.0,california,ca73593
2880,ca36678923636487,17.4,23,2019,0.0,0.0,0.0,12.5,29.17,45.83,77.10000000000001,0.0,california,ca67892
2881,ca56738745630132,0.0,366,2019,0.0,0.0,0.0,0.8,12.8,60.53,8.03,0.0,california,ca73874
2882,ca19643111930981,1.4,416,2019,0.0,0.0,0.0,3.12,9.66,71.02000000000001,16.98,0.0,california,ca64311
2883,ca19649801995737,2.5,158,2019,0.0,0.0,0.0,2.03,12.16,77.7,12.42,0.0,california,ca64980
2884,ca30666703034998,26.9,249,2019,0.0,0.0,0.0,0.0,98.65,0.0,85.16,0.0,california,ca66670
2885,ca37681303734548,10.2,383,2019,0.0,0.0,0.0,10.33,69.28999999999999,10.05,78.79,0.0,california,ca68130
2886,ca30664643036001,1.1,761,2019,0.0,0.0,0.0,0.52,24.71,65.14999999999999,26.01,0.0,california,ca66464
2887,ca30665143037348,0.5,563,2019,0.0,0.0,0.0,1.24,35.34,13.78,34.72,0.0,california,ca66514
2888,ca49708624930012,2.4,409,2019,0.0,0.0,0.0,2.25,35.96,51.690000000000005,35.99,0.0,california,ca70862
2889,ca30665223035706,4.6,413,2019,0.0,0.0,0.0,0.65,54.96,7.539999999999999,71.46000000000001,0.0,california,ca66522
2890,ca39685023932308,3.2,186,2019,0.0,0.0,0.0,0.0,44.81,48.58,46.24,0.0,california,ca68502
2891,ca19647331939479,6.4,187,2019,0.0,0.0,0.0,73.68,18.86,3.0700000000000003,73.16,0.0,california,ca64733
2892,ca39685853930237,4.6,454,2019,0.0,0.0,0.0,13.14,35.4,13.14,57.55,0.0,california,ca68585
2893,ca54753255430210,0.6,176,2019,0.0,0.0,0.0,0.0,94.8,3.47,90.67,0.0,california,ca75325
2894,ca19642871930601,1.8,439,2019,0.0,0.0,0.0,0.7000000000000001,91.12,0.93,100.0,0.0,california,ca64287
2895,ca10621661030287,14.2,162,2019,0.0,0.0,0.0,11.88,70.3,11.88,91.76,0.0,california,ca62166
2896,ca39685853934767,12.7,71,2019,0.0,0.0,0.0,0.0,58.330000000000005,20.83,70.78999999999999,0.0,california,ca68585
2897,ca39685853930344,17.3,52,2019,0.0,0.0,0.0,3.85,46.150000000000006,19.23,65.0,0.0,california,ca68585
2898,ca56725465630066,17.1,257,2019,0.0,0.0,0.0,1.3,91.56,4.55,92.34,0.0,california,ca72546
2899,ca30666473031929,1.5,456,2019,0.0,0.0,0.0,1.82,35.83,43.93,25.92,0.0,california,ca66647
2900,ca15635291532290,8.2,526,2019,0.0,0.0,0.0,4.91,86.58,6.239999999999999,83.61,0.0,california,ca63529
2901,ca41690704137279,7.0,287,2019,0.0,0.0,0.0,1.27,56.65,4.43,43.79,0.0,california,ca69070
2902,ca10738091030121,0.6,167,2019,0.0,0.0,0.0,0.0,95.6,4.4,89.94,0.0,california,ca73809
2903,ca50755645035654,3.7,327,2019,0.0,0.0,0.0,0.2299999999999999,34.03,62.24,35.67,0.0,california,ca75564
2904,ca30665223030434,3.4,473,2019,0.0,0.0,0.0,0.19,30.12,4.83,71.38,0.0,california,ca66522
2905,ca50755645031950,14.9,47,2019,0.0,0.0,0.0,0.0,47.06,52.94,68.12,0.0,california,ca75564
2906,ca19734521937564,5.0,523,2019,0.0,0.0,0.0,1.32,44.99,3.4000000000000004,62.46000000000001,0.0,california,ca73452
2907,ca39686763937406,18.7,359,2019,0.0,0.0,0.0,15.079999999999998,58.99,10.32,64.68,0.0,california,ca68676
2908,ca54755235430624,15.1,139,2019,0.0,0.0,0.0,0.0,88.14,6.78,80.28,0.0,california,ca75523
2909,ca34674473431111,2.6,232,2019,0.0,0.0,0.0,2.52,16.669999999999998,70.44,35.0,0.0,california,ca67447
2910,ca57726945739552,16.3,86,2019,0.0,0.0,0.0,27.27,40.91,22.73,81.82000000000001,0.0,california,ca72694
2911,ca19646831931781,4.8,525,2019,0.0,0.0,0.0,4.21,8.0,76.21,12.1,0.0,california,ca64683
2912,ca19647251936947,4.7,1002,2019,0.0,0.0,0.0,18.55,47.36,6.32,68.13,0.0,california,ca64725
2913,ca48705404833000,11.0,326,2019,0.0,0.0,0.0,20.87,49.05,10.3,71.73,0.0,california,ca70540
2914,ca48705404830170,1.9,425,2019,0.0,0.0,0.0,12.3,26.4,22.6,31.04,0.0,california,ca70540
2915,ca27660682732170,3.8,209,2019,0.0,0.0,0.0,0.35,87.76,9.09,75.85,0.0,california,ca66068
2916,ca42691464230587,5.6,143,2019,0.0,0.0,0.0,0.0,72.18,24.81,55.67,0.0,california,ca69146
2917,ca50755725030259,4.7,148,2019,0.0,0.0,0.0,0.0,56.93,41.61,75.56,0.0,california,ca75572
2918,ca33736763330990,11.9,645,2019,0.0,0.0,0.0,0.4499999999999999,98.64,0.15,91.58,0.0,california,ca73676
2919,ca45701364530309,12.9,85,2019,0.0,0.0,0.0,3.5700000000000003,10.71,75.0,57.99999999999999,0.0,california,ca70136
2920,ca19647331939941,1.7,479,2019,0.0,0.0,0.0,2.37,78.14,11.84,75.05,0.0,california,ca64733
2921,ca45701364537304,2.3,307,2019,0.0,0.0,0.0,0.52,14.06,67.71000000000001,37.01,0.0,california,ca70136
2922,ca43694274330023,1.3,523,2019,0.0,0.0,0.0,3.52,38.52,22.41,21.4,0.0,california,ca69427
2923,ca19647331996115,43.4,684,2019,0.0,0.0,0.0,8.35,71.69,14.39,73.50999999999999,0.0,california,ca64733
2924,ca15636851531987,0.0,85,2019,0.0,0.0,0.0,2.99,32.84,35.82,12.55,0.0,california,ca63685
2925,ca50710685030267,30.4,92,2019,0.0,0.0,0.0,1.96,17.65,54.900000000000006,57.63,1.0,california,ca71068
2926,ca43694014331955,4.8,289,2019,0.0,0.0,0.0,5.64,60.53,18.1,49.61,0.0,california,ca69401
2927,ca19734601939149,0.6,673,2019,0.0,0.0,0.0,2.07,29.14,4.83,23.6,0.0,california,ca73460
2928,ca24657892435204,3.7,407,2019,0.0,0.0,0.0,6.39,68.8,15.86,74.81,0.0,california,ca65789
2929,ca15635291530708,7.5,691,2019,0.0,0.0,0.0,12.11,66.52,15.7,72.04,0.0,california,ca63529
2930,ca30666703030491,6.5,418,2019,0.0,0.0,0.0,0.0,98.47,0.51,89.03999999999999,0.0,california,ca66670
2931,ca10621581032150,0.5,200,2019,0.0,0.0,0.0,0.99,78.71000000000001,8.42,72.72,0.0,california,ca62158
2932,ca36676523631157,5.1,508,2019,0.0,0.0,0.0,10.61,72.3,6.83,73.04,0.0,california,ca67652
2933,ca30665143030335,78.3,226,2019,0.0,0.0,0.0,8.33,70.83,14.580000000000002,79.81,0.0,california,ca66514
2934,ca19647251995539,1.8,165,2019,0.0,0.0,0.0,8.81,43.4,3.77,45.47,0.0,california,ca64725
2935,ca19647331939859,6.1,358,2019,0.0,0.0,0.0,2.83,92.23,1.77,90.88,0.0,california,ca64733
2936,ca54722495435409,4.5,381,2019,0.0,0.0,0.0,4.07,69.86,21.77,70.30999999999999,0.0,california,ca72249
2937,ca37681713733219,10.3,29,2019,0.0,0.0,0.0,5.0,45.0,35.0,46.6,0.0,california,ca68171
2938,ca43694274335204,6.2,386,2019,0.0,0.0,0.0,2.93,57.46,5.38,46.94,0.0,california,ca69427
2939,ca24753662430114,0.6,167,2019,0.0,0.0,0.0,0.0,87.85,8.41,83.36,0.0,california,ca75366
2940,ca56737595630116,1.8,548,2019,0.0,0.0,0.0,2.6100000000000003,19.59,55.41,19.61,0.0,california,ca73759
2941,ca19643371931237,1.2,584,2019,0.0,0.0,0.0,3.2099999999999995,45.75,35.96,31.93,0.0,california,ca64337
2942,ca37681303737905,5.4,350,2019,0.0,0.0,0.0,2.59,31.35,54.15,45.98,0.0,california,ca68130
2943,ca33736763330354,10.1,69,2019,0.0,0.0,0.0,0.0,93.88,5.1,93.43,0.0,california,ca73676
2944,ca19649641937754,2.2,277,2019,0.0,0.0,0.0,0.73,6.23,26.37,9.21,0.0,california,ca64964
2945,ca36750443630811,26.8,41,2019,0.0,0.0,0.0,8.57,62.86000000000001,20.0,57.14,0.0,california,ca75044
2946,ca24656982432409,0.0,159,2019,0.0,0.0,0.0,0.5599999999999999,35.96,61.24000000000001,53.82,0.0,california,ca65698
2947,ca54718605433230,6.1,229,2019,0.0,0.0,0.0,0.0,95.91,0.37,91.84,0.0,california,ca71860
2948,ca10621661030279,5.4,540,2019,0.0,0.0,0.0,10.14,56.940000000000005,24.02,58.9,0.0,california,ca62166
2949,ca19648811936822,0.7,416,2019,0.0,0.0,0.0,11.97,61.55,19.33,58.8,0.0,california,ca64881
2950,ca43694684334462,0.2,576,2019,0.0,0.0,0.0,0.0,3.09,10.82,4.46,0.0,california,ca69468
2951,ca43694274330692,2.1,720,2019,0.0,0.0,0.0,0.52,14.71,3.87,15.96,0.0,california,ca69427
2952,ca19101991933399,6.1,132,2019,0.0,0.0,0.0,8.57,29.29,21.43,17.98,0.0,california,ca10199
2953,ca41689244137790,4.5,399,2019,0.0,0.0,0.0,0.5499999999999999,25.07,5.79,31.49,0.0,california,ca68924
2954,ca15635291530369,3.6,470,2019,0.0,0.0,0.0,2.87,32.76,53.06999999999999,32.23,0.0,california,ca63529
2955,ca50736015035902,0.0,212,2019,0.0,0.0,0.0,1.95,75.78,18.75,55.45,0.0,california,ca73601
2956,ca19645271932706,1.6,558,2019,0.0,0.0,0.0,0.37,98.14,0.74,65.21000000000001,0.0,california,ca64527
2957,ca36678763635844,3.3,303,2019,0.0,0.0,0.0,7.48,85.54,4.24,91.48,0.0,california,ca67876
2958,ca11626611132851,6.1,115,2019,0.0,0.0,0.0,1.9,45.71,43.81,56.39999999999999,0.0,california,ca62661
2959,ca37735693735206,5.5,493,2019,0.0,0.0,0.0,4.7,66.73,19.17,64.96,0.0,california,ca73569
2960,ca23656232335487,5.5,73,2019,0.0,0.0,0.0,0.93,30.84,52.34,66.91,0.0,california,ca65623
2961,ca54105465430327,2.4,41,2019,0.0,0.0,0.0,0.0,85.71,0.0,93.45,1.0,california,ca10546
2962,ca16638911632207,0.6,165,2019,0.0,0.0,0.0,1.44,88.94,9.13,83.04,0.0,california,ca63891
2963,ca18641391833805,2.7,185,2019,0.0,0.0,0.0,1.73,14.45,73.41,33.2,0.0,california,ca64139
2964,ca19647331931047,2.5,747,2019,0.0,0.0,0.0,4.95,83.72,5.86,83.50999999999999,1.0,california,ca64733
2965,ca20755802030203,0.0,134,2019,0.0,0.0,0.0,3.17,34.92,53.17,39.78,0.0,california,ca75580
2966,ca36676523633906,3.0,697,2019,0.0,0.0,0.0,1.44,88.51,3.16,87.33999999999999,0.0,california,ca67652
2967,ca20764142030013,2.4,126,2019,0.0,0.0,0.0,0.0,18.07,69.28,42.86,0.0,california,ca76414
2968,ca30664313033115,1.2,653,2019,0.0,0.0,0.0,3.93,39.51,18.360000000000003,49.31,0.0,california,ca66431
2969,ca32669693232006,8.3,24,2019,0.0,0.0,0.0,0.0,12.5,83.33,43.95,0.0,california,ca66969
2970,ca37103716119119,0.0,78,2019,0.0,0.0,0.0,1.28,43.59,38.46,39.69,1.0,california,ca10371
2971,ca47764554733309,0.0,41,2019,0.0,0.0,0.0,2.33,9.3,74.42,50.8,0.0,california,ca76455
2972,ca56726035630322,3.7,246,2019,0.0,0.0,0.0,1.69,24.58,45.34,24.24,0.0,california,ca72603
2973,ca15739081534155,1.5,201,2019,0.0,0.0,0.0,0.44,97.79,1.3299999999999998,89.42999999999999,0.0,california,ca73908
2974,ca43694274335428,11.1,325,2019,0.0,0.0,0.0,1.31,79.79,0.52,77.12,0.0,california,ca69427
2975,ca50711755030010,3.3,368,2019,0.0,0.0,0.0,2.3,44.39,40.05,55.06,0.0,california,ca71175
2976,ca37681063732054,24.3,169,2019,0.0,0.0,0.0,3.45,75.86,15.52,85.45,0.0,california,ca68106
2977,ca34673143430873,1.2,577,2019,0.0,0.0,0.0,12.52,21.97,15.72,35.05,0.0,california,ca67314
2978,ca37684523730728,3.8,473,2019,0.0,0.0,0.0,2.02,61.41,24.85,56.17,0.0,california,ca68452
2979,ca12626871230705,2.6,195,2019,0.0,0.0,0.0,1.29,16.81,67.67,36.0,0.0,california,ca62687
2980,ca10621661032911,9.0,391,2019,0.0,0.0,0.0,10.39,57.73,14.249999999999998,84.08,0.0,california,ca62166
2981,ca30664493030640,3.6,472,2019,0.0,0.0,0.0,2.59,34.43,36.56,30.05,0.0,california,ca66449
2982,ca57726865732904,2.1,47,2019,0.0,0.0,0.0,1.41,76.06,21.13,71.91,0.0,california,ca72686
2983,ca19647251934470,10.1,606,2019,0.0,0.0,0.0,15.28,74.00999999999999,0.99,82.39,0.0,california,ca64725
2984,ca30664313033057,2.6,660,2019,0.0,0.0,0.0,1.14,88.35,5.4,80.91000000000001,0.0,california,ca66431
2985,ca30665143030855,1.7,465,2019,0.0,0.0,0.0,4.130000000000001,77.48,5.99,77.5,0.0,california,ca66514
2986,ca33671733331121,15.9,176,2019,0.0,0.0,0.0,5.220000000000001,83.58,5.220000000000001,92.36,0.0,california,ca67173
2987,ca30665143033362,0.8,526,2019,0.0,0.0,0.0,2.17,76.67,17.72,49.41,0.0,california,ca66514
2988,ca15635291533330,3.6,473,2019,0.0,0.0,0.0,5.19,70.24000000000001,18.17,71.71,0.0,california,ca63529
2989,ca29663572935500,4.7,317,2019,0.0,0.0,0.0,1.52,14.55,75.76,42.43,0.0,california,ca66357
2990,ca30665483038445,4.9,612,2019,0.0,0.0,0.0,0.47,43.87,2.52,81.88,0.0,california,ca66548
2991,ca30665143032505,2.4,462,2019,0.0,0.0,0.0,2.95,63.63999999999999,21.59,51.24,0.0,california,ca66514
2992,ca13631641335900,3.7,296,2019,0.0,0.0,0.0,1.23,78.09,16.98,45.4,0.0,california,ca63164
2993,ca30664313038239,2.1,479,2019,0.0,0.0,0.0,4.47,71.91,7.66,79.99000000000001,0.0,california,ca66431
2994,ca36678503630597,4.1,591,2019,0.0,0.0,0.0,4.19,90.99,2.64,91.89,0.0,california,ca67850
2995,ca31669443130010,3.9,102,2019,0.0,0.0,0.0,0.0,39.81,51.46,42.23,0.0,california,ca66944
2996,ca33751763332350,0.5,428,2019,0.0,0.0,0.0,3.55,54.49,32.99,61.33,0.0,california,ca75176
2997,ca57726945735154,3.8,531,2019,0.0,0.0,0.0,6.510000000000001,44.63,30.29,67.5,0.0,california,ca72694
